date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2022-01-28,1955.0,1968.0,1887.0,1880.01,41020.11,-78.0,-3.97,1940.04,1932.059,1949.399,31417.26,30685.33,32290.71,0.33
2022-01-27,2001.01,2010.82,1965.0,1952.0,42665.16,10.0,0.51,1959.638,1930.059,1958.799,29375.76,29515.49,32002.78,0.34
2022-01-26,1942.04,1969.0,1955.0,1919.0,23905.13,12.0,0.62,1960.542,1921.298,1962.599,27645.51,30923.71,32571.97,0.19
2022-01-25,1943.0,1966.0,1943.0,1931.0,25510.12,-7.2,-0.37,1951.942,1922.498,1971.758,28138.67,31280.6,32759.25,0.2
2022-01-24,1955.0,1984.0,1950.2,1931.44,23985.8,-34.79,-1.75,1941.796,1922.253,1981.199,29279.8,30957.26,33361.54,0.19
2022-01-21,1960.0,1993.49,1984.99,1951.01,30812.58,15.47,0.79,1924.078,1923.833,1993.394,29953.4,31521.35,34968.73,0.25
2022-01-20,1916.0,1979.99,1969.52,1916.0,34013.91,57.52,3.01,1900.48,1919.534,2000.144,29655.22,31421.76,35383.02,0.27
2022-01-19,1919.0,1919.0,1912.0,1888.88,26370.94,19.73,1.04,1882.054,1920.804,2004.068,34201.9,33199.84,34553.87,0.21
2022-01-18,1861.68,1908.85,1892.27,1852.0,31215.77,30.66,1.65,1893.054,1932.004,2010.378,34422.54,33402.3,34549.61,0.25
2022-01-17,1868.0,1878.3,1861.61,1835.34,27353.82,-5.39,-0.29,1902.71,1947.9,2018.713,32634.71,33664.98,34601.71,0.22
2022-01-14,1877.39,1893.0,1867.0,1863.0,29321.64,-10.39,-0.55,1923.588,1966.739,2028.167,33089.29,33896.09,35654.18,0.23
2022-01-13,1964.82,1967.99,1877.39,1865.56,56747.35,-89.61,-4.56,1938.588,1987.539,2040.767,33188.3,34490.06,36048.66,0.45
2022-01-12,1948.0,1978.8,1967.0,1948.0,27474.1,26.45,1.36,1959.554,2003.9,2053.647,32197.78,34220.23,34715.21,0.22
2022-01-11,1948.0,1965.0,1940.55,1931.17,22276.64,-25.45,-1.29,1970.954,2021.018,2062.797,32382.06,34237.89,35363.98,0.18
2022-01-10,1928.01,1977.0,1966.0,1917.55,29626.7,24.0,1.24,1993.09,2040.145,2071.68,34695.25,35765.82,37540.47,0.24
2022-01-07,1975.0,1988.88,1942.0,1939.32,29816.69,-40.22,-2.03,2009.89,2062.954,2077.88,34702.9,38416.11,38216.55,0.24
2022-01-06,2022.01,2036.0,1982.22,1938.51,51794.75,-41.78,-2.06,2036.49,2080.754,2085.107,35791.83,39344.29,39937.67,0.41
2022-01-05,2045.0,2065.0,2024.0,2018.0,28395.51,-27.23,-1.33,2048.246,2087.332,2088.146,36242.68,35907.89,40400.34,0.23
2022-01-04,2055.0,2068.95,2051.23,2014.0,33842.62,1.23,0.06,2071.082,2088.752,2084.74,36093.72,35696.93,40829.56,0.27
2021-12-31,2070.0,2072.98,2050.0,2028.0,29664.91,-25.0,-1.21,2087.2,2089.525,2080.543,36836.38,35538.44,40690.62,0.24
2021-12-30,2041.0,2088.98,2075.0,2028.0,35261.36,34.0,1.67,2116.018,2089.595,2076.637,42129.31,37412.27,40998.29,0.28
2021-12-29,2150.0,2154.25,2041.0,2041.0,54049.02,-97.18,-4.54,2125.018,2093.994,2069.587,42896.75,37607.27,40256.32,0.43
2021-12-28,2133.0,2155.5,2138.18,2116.6,27650.7,6.36,0.3,2126.418,2103.394,2064.187,35573.1,35210.19,38866.59,0.22
2021-12-27,2168.0,2168.0,2131.82,2112.0,37555.9,-62.27,-2.84,2106.422,2104.576,2053.816,35300.14,36490.06,39330.3,0.3
2021-12-24,2148.88,2216.96,2194.09,2148.88,56129.59,74.09,3.5,2091.85,2103.214,2046.475,34240.5,39315.13,39572.47,0.45
2021-12-23,2053.0,2120.0,2120.0,2025.0,39098.54,72.0,3.52,2063.172,2092.805,2033.821,32695.22,38016.99,38398.77,0.31
2021-12-22,2040.0,2063.0,2048.0,2040.0,17430.79,9.8,0.48,2062.97,2089.46,2025.623,32317.78,40531.06,38431.48,0.14
2021-12-21,2045.0,2069.13,2038.2,2012.83,26285.89,-20.76,-1.01,2080.37,2088.96,2020.273,34847.28,44892.78,40285.56,0.21
2021-12-20,2050.7,2085.66,2058.96,2041.0,32257.69,8.26,0.4,2102.73,2080.727,2013.184,37679.98,45962.18,41260.38,0.26
2021-12-17,2100.5,2108.0,2050.7,2036.0,48403.18,-68.29,-3.22,2114.578,2071.561,2002.95,44389.76,45842.8,41776.13,0.39
2021-12-16,2115.0,2144.05,2118.99,2086.23,37211.36,-16.01,-0.75,2122.438,2063.679,1991.835,43338.76,44584.32,40913.75,0.3
2021-12-15,2142.15,2164.95,2135.0,2125.02,30078.27,-15.0,-0.7,2115.95,2045.18,1975.486,48744.33,42905.37,40029.22,0.24
2021-12-14,2118.2,2167.9,2150.0,2100.0,40449.41,31.8,1.5,2097.55,2024.979,1958.486,54938.29,42522.98,39750.58,0.32
2021-12-13,2154.0,2180.0,2118.2,2118.0,65806.56,28.2,1.35,2058.724,2003.056,1941.386,54244.38,42170.53,39404.42,0.52
2021-12-10,2060.0,2095.78,2090.0,2056.0,43148.22,3.45,0.17,2028.544,1989.736,1923.533,47295.85,39829.81,37361.46,0.34
2021-12-09,2054.94,2116.92,2086.55,2045.0,64239.18,43.55,2.13,2004.92,1974.837,1907.722,45829.88,38780.54,36084.38,0.51
2021-12-08,1964.88,2045.0,2043.0,1950.0,61048.07,87.13,4.46,1974.41,1961.785,1891.874,37066.41,36331.91,34005.02,0.49
2021-12-07,1980.74,1987.87,1955.87,1946.73,36979.89,-11.43,-0.58,1952.408,1951.585,1877.424,30107.68,35678.34,32720.05,0.29
2021-12-06,1983.0,1990.0,1967.3,1950.0,31063.88,-4.58,-0.23,1947.388,1945.641,1869.131,30096.67,36558.57,32238.66,0.25
2021-12-03,1932.0,1988.62,1971.88,1931.05,35818.39,37.88,1.96,1950.928,1934.338,1861.771,32363.76,37709.45,31570.75,0.29
2021-12-02,1940.0,1942.15,1934.0,1919.6,20421.82,1.01,0.05,1944.754,1919.991,1854.174,31731.2,37243.17,31133.69,0.16
2021-12-01,1950.0,1959.95,1932.99,1919.02,26254.4,2.22,0.12,1949.16,1905.791,1847.684,35597.41,37153.08,31669.12,0.21
2021-11-30,1985.4,1989.9,1930.77,1927.5,36924.87,-54.23,-2.73,1950.762,1891.992,1839.284,41249.0,36978.18,31747.87,0.29
2021-11-29,1960.0,1990.0,1985.0,1951.08,42399.34,43.99,2.27,1943.894,1879.715,1832.978,43020.47,36638.32,31526.63,0.34
2021-11-26,1964.83,1967.0,1941.01,1925.0,32655.57,-15.02,-0.77,1917.748,1857.329,1823.878,43055.14,34893.12,31491.17,0.26
2021-11-25,1953.0,1986.2,1956.03,1946.25,39752.88,15.03,0.77,1895.228,1840.606,1818.131,42755.14,33388.23,31297.18,0.32
2021-11-24,1900.0,1966.0,1941.0,1897.0,54512.35,44.57,2.35,1862.422,1821.963,1811.604,38708.74,31678.13,30784.08,0.43
2021-11-23,1852.0,1917.0,1896.43,1852.0,45782.2,42.16,2.27,1833.222,1803.262,1805.504,32707.36,29761.77,29790.83,0.36
2021-11-22,1849.0,1909.0,1854.27,1848.0,42572.68,25.86,1.41,1815.536,1792.62,1803.735,30256.17,27918.74,28558.23,0.34
2021-11-19,1794.19,1849.0,1828.41,1788.2,31155.59,36.41,2.03,1796.91,1789.203,1804.673,26731.11,25432.04,28052.67,0.25
2021-11-18,1781.22,1807.0,1792.0,1770.0,19520.89,-3.0,-0.17,1785.984,1788.356,1808.303,24021.31,25024.21,28293.02,0.16
2021-11-17,1805.0,1820.5,1795.0,1790.01,24505.46,-13.0,-0.72,1781.504,1789.576,1810.903,24647.51,26185.16,28467.91,0.2
2021-11-16,1768.0,1818.0,1808.0,1765.0,33526.24,46.86,2.66,1773.302,1786.576,1813.203,26816.17,26517.55,28675.8,0.27
2021-11-15,1773.68,1784.0,1761.14,1750.0,24947.35,-12.64,-0.71,1769.704,1786.24,1813.412,25581.31,26414.95,29015.22,0.2
2021-11-12,1778.0,1785.05,1773.78,1766.66,17606.63,4.18,0.24,1781.496,1790.426,1815.355,24132.98,28089.21,31250.45,0.14
2021-11-11,1752.93,1769.6,1769.6,1741.5,22651.87,15.61,0.89,1790.728,1795.656,1822.514,26027.1,29206.13,31798.16,0.18
2021-11-10,1790.01,1795.0,1753.99,1735.0,35348.77,-36.02,-2.01,1797.648,1801.245,1829.584,27722.81,29890.04,31996.69,0.28
2021-11-09,1819.98,1827.87,1790.01,1782.0,27351.92,-30.09,-1.65,1799.85,1807.746,1838.38,26218.92,29819.89,32736.39,0.22
2021-11-08,1820.0,1830.8,1820.1,1802.05,17705.72,0.16,0.01,1802.776,1814.85,1842.429,27248.59,29197.73,32899.11,0.14
2021-11-05,1804.21,1844.99,1819.94,1804.21,27077.23,15.74,0.87,1799.356,1820.143,1844.78,32045.44,30673.29,33897.6,0.22
2021-11-04,1777.94,1816.0,1804.2,1769.42,31130.43,39.2,2.22,1800.584,1828.249,1845.763,32385.16,31561.82,34916.34,0.25
2021-11-03,1800.0,1809.98,1765.0,1761.19,27829.31,-39.64,-2.2,1804.842,1832.229,1847.053,32057.26,30750.65,35386.78,0.22
2021-11-02,1796.7,1844.22,1804.64,1788.0,32500.24,1.64,0.09,1815.642,1839.829,1849.803,33420.86,30834.06,36159.85,0.26
2021-11-01,1780.0,1826.3,1803.0,1760.0,41689.98,-23.08,-1.26,1826.924,1840.583,1850.674,31146.86,31615.49,36995.89,0.33
2021-10-29,1825.0,1848.0,1826.08,1813.0,28775.86,0.59,0.03,1840.93,1840.283,1853.274,29301.13,34411.69,41254.84,0.23
2021-10-28,1825.2,1843.78,1825.49,1802.0,29490.93,6.49,0.36,1855.914,1849.372,1846.67,30738.48,34390.19,43292.87,0.23
2021-10-27,1852.3,1858.3,1819.0,1800.1,34647.29,-42.05,-2.26,1859.616,1857.923,1837.145,29444.04,34103.35,43335.42,0.28
2021-10-26,1864.03,1878.99,1861.05,1844.0,21130.26,-11.98,-0.64,1864.016,1869.013,1828.08,28247.26,35652.88,43190.2,0.17
2021-10-25,1880.0,1885.01,1873.03,1858.0,32461.33,-27.97,-1.47,1854.242,1870.007,1819.327,32084.12,36600.5,44890.2,0.26
2021-10-22,1855.0,1921.01,1901.0,1854.0,35962.6,57.0,3.09,1839.636,1869.416,1807.579,39522.25,37121.92,45565.54,0.29
2021-10-21,1841.1,1860.0,1844.0,1829.0,23018.7,3.0,0.16,1842.83,1863.276,1793.316,38041.89,38270.86,45845.91,0.18
2021-10-20,1833.0,1849.8,1841.0,1806.01,28663.39,28.82,1.59,1856.23,1861.876,1783.966,38762.66,40022.92,46383.01,0.23
2021-10-19,1800.0,1838.8,1812.18,1799.88,40314.56,12.18,0.68,1874.01,1859.776,1774.616,43058.5,41485.64,46335.84,0.32
2021-10-18,1888.0,1888.0,1800.0,1787.0,69652.02,-116.97,-6.1,1885.772,1860.764,1767.136,41116.88,42376.29,45989.51,0.55
2021-10-15,1890.1,1929.99,1916.97,1890.1,28560.78,5.97,0.31,1899.196,1866.264,1758.84,34721.59,48097.98,43504.42,0.23
2021-10-14,1928.93,1941.8,1911.0,1896.0,26622.55,-18.9,-0.98,1883.722,1843.967,1744.647,38499.82,52195.56,43729.56,0.21
2021-10-13,1870.0,1949.95,1929.9,1862.0,50142.61,58.91,3.15,1867.522,1816.367,1732.547,41283.17,52567.49,43959.0,0.4
2021-10-12,1866.0,1877.0,1870.99,1842.42,30606.42,3.87,0.21,1845.542,1787.146,1719.585,39912.78,50727.53,44218.77,0.24
2021-10-11,1839.51,1889.9,1867.12,1831.01,37675.57,27.52,1.5,1835.756,1768.647,1708.947,43635.7,53179.91,45330.21,0.3
2021-10-08,1822.42,1878.0,1839.6,1807.23,47451.96,9.6,0.53,1833.332,1745.742,1696.531,61474.37,54009.16,45588.27,0.38
2021-09-30,1818.18,1850.22,1830.0,1803.4,40539.29,10.0,0.55,1804.212,1723.356,1685.651,65891.3,53420.96,47081.48,0.32
2021-09-29,1809.0,1845.01,1820.0,1785.9,43290.65,-2.06,-0.11,1765.212,1706.056,1672.051,63851.81,52743.1,47238.37,0.34
2021-09-28,1848.0,1860.0,1822.06,1795.0,49221.05,-32.94,-1.78,1728.75,1689.456,1660.351,61542.28,51186.03,47653.22,0.39
2021-09-27,1750.0,1863.4,1855.0,1750.0,126868.92,161.0,9.5,1701.538,1673.508,1649.05,62724.12,49602.74,46996.94,1.01
2021-09-24,1628.0,1719.98,1694.0,1628.0,69536.6,59.0,3.61,1658.152,1651.416,1636.05,46543.94,38910.86,43354.51,0.55
2021-09-23,1638.0,1655.88,1635.0,1625.08,30341.81,-2.69,-0.16,1642.5,1645.326,1634.601,40950.63,35263.57,42589.63,0.24
2021-09-22,1658.83,1688.0,1637.69,1635.0,31743.0,-48.31,-2.87,1646.9,1648.726,1634.11,41634.39,35350.51,44702.26,0.25
2021-09-17,1620.0,1705.6,1686.0,1620.0,55130.25,47.93,2.93,1650.162,1652.024,1630.735,40829.79,37710.01,46694.97,0.44
2021-09-16,1603.0,1644.0,1638.07,1585.0,45968.02,22.33,1.38,1645.478,1649.246,1623.835,36481.36,37480.51,49665.68,0.37
2021-09-15,1650.0,1660.0,1615.74,1610.0,41570.05,-41.26,-2.49,1644.68,1647.319,1622.93,31277.78,37167.38,49431.88,0.33
2021-09-14,1659.0,1683.0,1657.0,1653.0,33760.61,3.0,0.18,1648.152,1647.946,1623.143,29576.51,40741.99,50351.89,0.27
2021-09-13,1665.0,1684.0,1654.0,1640.1,27720.02,-8.58,-0.52,1650.552,1638.046,1622.043,29066.63,41733.64,51723.9,0.22
2021-09-10,1634.08,1668.8,1662.58,1633.0,33388.11,28.5,1.74,1653.886,1631.246,1624.303,34590.24,44120.41,51740.75,0.27
2021-09-09,1626.0,1645.0,1634.08,1624.01,19950.13,0.98,0.06,1653.014,1624.591,1626.176,38479.65,44391.14,51966.57,0.16
2021-09-08,1660.0,1671.18,1633.1,1628.08,33063.67,-35.9,-2.15,1649.958,1620.683,1628.972,43056.98,47798.16,53346.61,0.26
2021-09-07,1661.03,1684.48,1669.0,1651.0,31211.22,-1.67,-0.1,1647.74,1623.875,1634.842,51907.47,49915.69,53626.56,0.25
2021-09-06,1649.0,1708.16,1670.67,1626.15,55338.06,12.45,0.75,1625.54,1619.493,1641.342,54400.64,54054.01,56230.25,0.44
2021-09-03,1610.02,1659.79,1658.22,1582.0,52835.18,39.42,2.44,1608.606,1609.445,1642.498,53650.57,55679.93,55848.23,0.42
2021-09-02,1632.99,1643.0,1618.8,1600.89,42836.79,-3.21,-0.2,1596.168,1598.423,1643.137,50302.63,61850.86,55490.78,0.34
2021-09-01,1559.0,1634.99,1622.01,1531.1,77316.1,64.01,4.11,1591.408,1598.54,1647.147,52539.34,61696.38,55751.92,0.62
2021-08-31,1589.8,1616.35,1558.0,1555.1,43677.09,-28.0,-1.76,1600.01,1598.339,1652.247,47923.9,59961.79,53794.89,0.35
2021-08-30,1605.0,1613.0,1586.0,1545.95,51587.7,-10.03,-0.63,1613.446,1606.039,1661.812,53707.38,61714.16,54329.77,0.41
2021-08-27,1589.0,1625.0,1596.03,1584.1,36095.45,1.03,0.07,1610.284,1617.359,1670.262,57709.28,59361.09,56620.42,0.29
2021-08-26,1664.99,1664.99,1595.0,1594.72,54020.37,-70.02,-4.21,1600.678,1627.76,1674.41,73399.1,59542.0,58702.44,0.43
2021-08-25,1647.64,1680.87,1665.02,1643.0,54238.9,39.84,2.45,1605.672,1637.26,1682.149,70853.41,58895.06,59194.62,0.43
2021-08-24,1575.0,1642.55,1625.18,1565.77,72594.47,54.99,3.5,1596.668,1645.808,1687.343,71999.68,57337.42,60751.12,0.58
2021-08-23,1537.88,1599.0,1570.19,1536.77,71597.2,22.19,1.43,1598.632,1663.19,1691.729,69720.94,58406.48,61450.24,0.57
2021-08-20,1555.17,1597.55,1548.0,1525.5,114544.54,-71.97,-4.44,1624.434,1675.551,1703.425,61012.9,56016.54,62801.36,0.91
2021-08-19,1622.22,1643.2,1619.97,1600.0,41291.95,-0.03,-0.0,1654.842,1687.851,1721.025,45684.89,49130.69,59453.4,0.33
2021-08-18,1624.66,1642.99,1620.0,1600.0,59970.26,-15.0,-0.92,1668.848,1695.754,1737.027,46936.7,49807.47,59343.33,0.48
2021-08-17,1700.0,1700.0,1635.0,1628.88,61200.77,-64.2,-3.78,1694.948,1706.154,1754.477,42675.16,47627.99,57833.82,0.49
2021-08-16,1696.0,1713.6,1699.2,1685.08,28056.97,-0.84,-0.05,1727.748,1717.584,1771.727,47092.02,46945.39,55947.54,0.22
2021-08-13,1690.0,1713.0,1700.04,1679.0,37904.52,10.04,0.59,1726.668,1723.164,1785.517,51020.18,53879.76,56047.31,0.3
2021-08-12,1732.0,1749.0,1690.0,1686.19,47550.97,-60.5,-3.46,1720.86,1721.059,1798.31,52576.49,57862.89,55922.47,0.38
2021-08-11,1780.01,1785.01,1750.5,1750.01,38662.59,-48.5,-2.7,1722.66,1727.038,1813.709,52678.24,59494.18,55654.42,0.31
2021-08-10,1700.0,1802.88,1799.0,1675.0,83285.05,105.2,6.21,1717.36,1728.878,1824.284,52580.82,64164.81,55259.83,0.66
2021-08-09,1651.0,1709.0,1693.8,1650.0,47697.75,22.8,1.36,1707.42,1720.267,1833.479,46798.76,64494.0,52591.81,0.38
2021-08-06,1689.0,1694.01,1671.0,1646.6,45686.1,-28.0,-1.65,1719.66,1731.298,1846.839,56739.34,69586.17,52157.43,0.36
2021-08-05,1692.88,1745.0,1699.0,1676.36,48059.69,-25.0,-1.45,1721.258,1754.198,1861.895,63149.29,69776.11,51418.52,0.38
2021-08-04,1734.06,1760.0,1724.0,1718.0,38175.49,-25.3,-1.45,1731.416,1778.299,1876.195,66310.13,68879.19,50791.37,0.3
2021-08-03,1730.0,1768.99,1749.3,1688.8,54374.75,-5.7,-0.33,1740.396,1802.799,1890.195,75748.8,68039.65,50288.71,0.43
2021-08-02,1664.0,1755.98,1755.0,1620.72,97400.65,76.01,4.53,1733.114,1825.869,1903.375,82189.24,64949.7,49334.09,0.78
2021-07-30,1725.0,1725.0,1678.99,1657.76,77735.89,-70.8,-4.05,1742.936,1847.869,1915.325,82433.01,58214.87,46185.11,0.62
2021-07-29,1810.01,1823.0,1749.79,1734.34,63863.85,-19.11,-1.08,1787.138,1875.56,1932.025,76402.93,53982.04,44612.08,0.51
2021-07-28,1703.0,1788.2,1768.9,1682.12,85368.84,56.01,3.27,1825.182,1900.38,1949.786,71448.25,51814.66,43103.95,0.68
2021-07-27,1803.0,1810.0,1712.89,1703.0,86576.99,-91.22,-5.06,1865.202,1919.69,1964.176,60330.51,46354.85,39931.29,0.69
2021-07-26,1879.0,1879.0,1804.11,1780.0,98619.48,-95.89,-5.05,1918.624,1946.691,1981.631,47710.15,40689.62,37253.97,0.79
2021-07-23,1937.82,1937.82,1900.0,1895.09,47585.47,-40.01,-2.06,1952.802,1962.38,1996.576,33996.72,34728.7,33695.62,0.38
2021-07-22,1960.0,1973.9,1940.01,1938.96,39090.47,-28.99,-1.47,1963.982,1969.591,2006.176,31561.16,33060.94,33110.12,0.31
2021-07-21,1989.0,2006.0,1969.0,1962.01,29780.13,-11.0,-0.56,1975.578,1974.09,2012.578,32181.07,32703.56,32729.28,0.24
2021-07-20,1975.0,1988.93,1980.0,1961.41,23475.21,5.0,0.25,1974.178,1977.59,2016.028,32379.19,32537.76,33094.22,0.19
2021-07-19,1955.89,1986.0,1975.0,1941.0,30052.34,19.1,0.98,1974.758,1980.88,2020.777,33669.09,33718.49,33581.87,0.24
2021-07-16,1980.0,1996.6,1955.9,1950.0,35407.64,-42.09,-2.11,1971.958,1982.78,2026.109,35460.67,34155.35,33853.67,0.28
2021-07-15,1955.02,2013.0,1997.99,1950.6,42190.05,35.99,1.83,1975.2,1988.49,2032.861,34560.72,35242.12,34784.7,0.34
2021-07-14,1974.0,1974.5,1962.0,1945.0,30770.69,-20.9,-1.05,1972.602,1999.191,2040.807,33226.05,34393.24,33728.57,0.24
2021-07-13,1968.0,2005.5,1982.9,1965.0,29924.71,21.9,1.12,1981.002,2008.661,2050.607,32696.33,33507.73,33569.69,0.24
2021-07-12,1975.55,1998.78,1961.0,1940.5,39010.24,-11.11,-0.56,1987.002,2016.571,2061.112,33767.89,33818.33,33541.52,0.31
2021-07-09,1964.52,1985.91,1972.11,1945.0,30907.9,-12.89,-0.65,1993.602,2030.772,2072.002,32850.03,32662.54,33289.54,0.25
2021-07-08,2000.1,2004.0,1985.0,1968.0,35516.69,-19.0,-0.95,2001.78,2042.761,2085.321,35923.52,33159.3,33022.48,0.28
2021-07-07,2010.0,2028.88,2004.0,1999.01,28122.12,-8.9,-0.44,2025.78,2051.066,2096.046,35560.43,32755.0,32521.76,0.22
2021-07-06,1995.0,2014.0,2012.9,1960.01,35282.51,18.9,0.95,2036.32,2054.466,2105.396,34319.13,33650.69,33481.34,0.28
2021-07-05,2000.0,2019.88,1994.0,1985.0,34420.95,-19.0,-0.94,2046.14,2060.673,2118.301,33868.76,33445.25,32990.53,0.27
2021-07-02,2075.0,2075.0,2013.0,2011.5,46275.31,-92.0,-4.37,2067.942,2069.437,2131.176,32475.05,33551.98,32840.59,0.37
2021-07-01,2059.97,2110.0,2105.0,2031.6,33701.24,48.3,2.35,2083.742,2077.231,2141.637,30395.08,34327.27,31699.34,0.27
2021-06-30,2065.0,2074.0,2056.7,2046.3,21915.66,-5.3,-0.26,2076.352,2082.422,2147.487,29949.57,33063.9,31157.41,0.17
2021-06-29,2108.0,2115.0,2062.0,2051.0,33030.63,-41.01,-1.95,2072.612,2092.552,2156.699,32982.24,33631.65,31592.45,0.26
2021-06-28,2100.0,2118.0,2103.01,2073.0,27452.42,11.01,0.53,2075.206,2105.652,2164.499,33021.75,33264.72,31527.87,0.22
2021-06-25,2049.96,2109.0,2092.0,2042.6,35875.43,43.24,2.11,2070.932,2113.232,2170.849,34628.92,33916.54,31445.61,0.29
2021-06-24,2040.01,2080.0,2068.05,2021.0,31473.7,30.05,1.47,2070.72,2127.88,2178.499,38259.47,32885.66,31920.51,0.25
2021-06-23,2080.0,2083.0,2038.0,2034.15,37079.01,-36.97,-1.78,2088.492,2141.025,2186.096,36178.24,32288.53,32277.03,0.3
2021-06-22,2092.0,2098.0,2074.97,2053.89,33228.18,-6.67,-0.32,2112.492,2156.325,2193.921,34281.07,33311.99,33810.93,0.26
2021-06-21,2085.0,2099.69,2081.64,2050.0,35488.26,-9.3,-0.45,2136.098,2175.928,2193.737,33507.69,32535.8,33776.93,0.28
2021-06-18,2147.0,2156.5,2090.94,2065.0,54028.21,-65.97,-3.06,2155.532,2192.914,2191.76,33204.17,32129.19,33214.92,0.43
2021-06-17,2155.65,2188.0,2156.91,2144.36,21067.53,-1.09,-0.05,2185.04,2206.042,2190.157,27511.85,29071.4,31606.37,0.17
2021-06-16,2192.0,2195.0,2158.0,2148.0,27593.15,-35.0,-1.6,2193.558,2212.551,2184.762,28398.82,29250.93,31673.48,0.22
2021-06-15,2195.1,2208.88,2193.0,2148.0,29361.3,14.19,0.65,2200.158,2220.846,2179.827,32342.91,29553.25,31169.04,0.23
2021-06-11,2239.0,2244.0,2178.81,2178.81,33970.66,-59.67,-2.67,2215.758,2223.346,2173.075,31563.91,29791.02,31927.17,0.27
2021-06-10,2195.0,2251.37,2238.48,2190.08,25566.63,38.98,1.77,2230.296,2228.465,2164.627,31054.21,28974.68,32009.2,0.2
2021-06-09,2192.0,2214.0,2199.5,2160.11,25502.35,8.5,0.39,2227.044,2229.117,2151.278,30630.95,30955.36,31984.75,0.2
2021-06-08,2260.0,2279.99,2191.0,2161.15,47313.63,-80.0,-3.52,2231.544,2231.167,2140.503,30103.03,32265.54,32344.57,0.38
2021-06-07,2265.0,2279.0,2271.0,2240.01,25466.27,19.5,0.87,2241.534,2231.517,2128.903,26763.58,34309.87,32103.6,0.2
2021-06-04,2215.0,2288.0,2251.5,2214.04,31422.19,29.28,1.32,2230.934,2211.546,2109.305,28018.12,35018.05,33130.44,0.25
2021-06-03,2220.0,2260.34,2222.22,2210.08,23450.31,0.22,0.01,2226.634,2190.606,2091.88,26895.15,34300.66,34184.0,0.19
2021-06-02,2250.0,2264.0,2222.0,2208.18,22862.77,-18.95,-0.85,2231.19,2174.272,2078.719,31279.76,34141.34,35688.8,0.18
2021-06-01,2222.0,2248.95,2240.95,2206.0,30616.34,22.95,1.03,2230.79,2156.972,2067.958,34428.05,34096.04,36465.73,0.24
2021-05-31,2215.5,2218.35,2218.0,2172.0,31739.0,-12.0,-0.54,2221.5,2138.808,2057.228,41856.17,32784.83,36999.1,0.25
2021-05-28,2240.97,2250.0,2230.0,2205.51,25807.31,-15.0,-0.67,2192.158,2122.804,2048.428,42017.98,34063.33,39479.3,0.21
2021-05-27,2211.02,2320.0,2245.0,2201.1,45373.38,25.0,1.13,2154.578,2100.789,2041.65,41706.17,35043.73,39294.32,0.36
2021-05-26,2207.98,2241.8,2220.0,2193.08,38604.2,25.5,1.16,2117.354,2073.439,2033.291,37002.92,33014.14,38727.91,0.31
2021-05-25,2085.0,2200.1,2194.5,2085.0,67756.95,123.21,5.95,2083.154,2049.839,2027.738,33764.03,32423.61,38470.84,0.54
2021-05-24,2051.0,2080.06,2071.29,2031.0,32548.08,29.19,1.43,2056.116,2026.289,2020.788,23713.49,29897.33,36425.49,0.26
2021-05-21,2055.08,2079.88,2042.1,2037.02,24248.23,-16.78,-0.81,2053.45,2007.063,2021.224,26108.68,31242.84,36105.57,0.19
2021-05-20,2074.0,2074.1,2058.88,2045.36,21857.16,9.88,0.48,2047.0,1993.153,2023.859,28381.29,34067.35,36307.68,0.17
2021-05-19,2059.0,2074.81,2049.0,2040.0,22409.72,-10.31,-0.5,2029.524,1983.165,2025.315,29025.36,37236.25,36802.52,0.18
2021-05-18,2065.0,2077.0,2059.31,2045.06,17504.28,1.35,0.07,2016.524,1978.943,2025.614,31083.19,38835.42,37196.72,0.14
2021-05-17,2025.1,2085.2,2057.96,2025.1,44524.0,48.11,2.39,1996.462,1975.648,2023.428,36081.16,41213.37,38039.81,0.35
2021-05-14,1982.0,2030.5,2009.85,1976.0,35611.29,38.35,1.95,1960.676,1974.052,2022.88,36376.99,44895.26,37019.35,0.28
2021-05-13,1965.75,1985.05,1971.5,1953.0,25077.51,-12.5,-0.63,1939.306,1982.511,2023.438,39753.41,43544.92,36688.39,0.2
2021-05-12,1949.08,1999.0,1984.0,1949.0,32698.87,25.0,1.28,1936.806,1993.143,2025.307,45447.14,44441.68,37031.67,0.26
2021-05-11,1876.0,1966.0,1959.0,1873.3,42494.12,79.97,4.26,1941.362,2005.637,2027.107,46587.64,44518.07,36837.17,0.34
2021-05-10,1900.0,1909.0,1879.03,1866.01,46003.18,-23.97,-1.26,1954.834,2015.287,2032.657,46345.57,42953.66,36139.84,0.37
2021-05-07,1965.0,1967.98,1903.0,1901.0,52493.39,-56.0,-2.86,1987.428,2035.384,2041.756,53413.53,40968.31,35849.73,0.42
2021-05-06,2000.0,2006.84,1959.0,1953.0,53546.14,-47.78,-2.38,2025.716,2054.564,2052.907,47336.42,38548.01,34862.15,0.43
2021-04-30,2026.0,2036.0,2006.78,2003.71,38401.37,-19.58,-0.97,2049.48,2067.464,2063.057,43436.21,36368.79,34786.22,0.31
2021-04-29,2047.04,2049.94,2026.36,2014.0,41283.78,-15.64,-0.77,2069.912,2072.284,2064.943,42448.49,35558.02,34195.54,0.33
